point,density,raw,cloglog_java
31,0.00042047235268113497,7.5456914050855420e-05,0.0017965111584878901
32,0.00075805903084878610,0.00013603937279464795,0.0032365486731019690
33,0.0013666855634791037,0.00024526196417055060,0.0058275092273825100
34,0.0024639630337637743,0.00044217662749444255,0.010481682250571778
35,0.0044422169912290740,0.00079718912210291630,0.018817592072233214
36,0.0080087613031357680,0.0014372322209798550,0.033669166726087774
37,0.014438794353640613,0.0025911498285045706,0.059879017776203190
38,0.026031339241574754,0.0046715188650459260,0.10534900474415065
39,0.046931246897293596,0.0084221638850868540,0.18184124835524507
40,0.00038832455067951750,6.9687750116313560e-05,0.0016592704044364748
41,0.00070010056705474570,0.00012563829221672214,0.0029894640792010874
42,0.0012621937066113760,0.00022651011755707840,0.0053831603377689770
43,0.0022755772927188380,0.00040836939479580560,0.0096841840898393980
44,0.0041025810761168350,0.00073623891243564070,0.017391453697902626
45,0.0073964402527511070,0.0013273466207119973,0.031135458290341478
46,0.013334856130204223,0.0023930398431223354,0.055430278738420770
47,0.024041076779753246,0.0043143513543577790,0.097701911601334010
48,0.043343052754865870,0.0077782355619129455,0.16919001955118350
49,0.078142099845262060,0.014023185291920502,0.28406820798801036
50,0.00064657339869901000,0.00011603244080639794,0.0027612162802340690
51,0.0011656909208536614,0.00020919196961190271,0.0049726083591682400
52,0.0021015948470735300,0.00037714694137240210,0.0089470888719827000
53,0.0037889125000746830,0.00067994873632312020,0.016072511587735594
54,0.0068309350649639840,0.0012258624777521257,0.028789567590638220
55,0.012315321048146370,0.0022100766338456200,0.051302977469491530
56,0.022202982619000455,0.0039844915854076830,0.090581441415604650
57,0.040029199015793170,0.0071835396795990320,0.15733236334864564
58,0.072167636274000370,0.012951023040771174,0.26554086047610960
59,0.13010921660764670,0.023349073755231015,0.42673367924014940
60,0.0010765663905968410,0.00019319790489747023,0.0045932951826227475
61,0.0019409144727265991,0.00034831164430841130,0.0082658620022121320
62,0.0034992258938634376,0.00062796230438013210,0.014852838560496129
63,0.0063086663675000470,0.0011321374469273901,0.026617990316479600
64,0.011373735947205308,0.0020411021327155646,0.047475217856935650
65,0.020505422518961550,0.0036798517065951610,0.083955475701826820
66,0.036968710600710754,0.0066343121029986700,0.14623103230633572
67,0.066649958673873690,0.011960834454581713,0.24800444908138397
68,0.12016153441780253,0.021563887653890530,0.40182036249127050
69,0.21663620864780250,0.038876990774794000,0.60403632236679260
70,0.0017925191412061794,0.00032168099022453600,0.0076363033670824310
71,0.0032316876824268290,0.00057995056782488460,0.013725074453974306
72,0.0058263284540000570,0.0010455782944638310,0.024608131393558220
73,0.010504141052516250,0.0018850468134794492,0.043926398356777030
74,0.018937651751405300,0.0033985034959349280,0.077793234503256040
75,0.034142216109293080,0.0061270764891844616,0.13584860830902235
76,0.061554142834375520,0.011046352122109315,0.23143711880513450
77,0.11097441618745438,0.019915190453558454,0.37785118888044333
78,0.20007298422274153,0.035904596052816530,0.57497236114610340
79,0.36070655193335090,0.064731493315223710,0.78616309275491470
80,0.0029846044792548186,0.00053560963576056120,0.012682388423747692
81,0.0053808683605093740,0.00096563714310565160,0.022748253054165946
82,0.0097010322521394220,0.0017409229220104756,0.040637165797075214
83,0.017489747091330263,0.0031386661563513477,0.072065321830336430
84,0.031531825208728055,0.0056586222838911030,0.12614787498195480
85,0.056847934724375195,0.010201787815806315,0.21581244326307147
86,0.10248971193498549,0.018392546704348648,0.35486236607908060
87,0.18477612429449078,0.033159459927946700,0.54623911375921550
88,0.33312822784545737,0.059782356428820800,0.75939639415106300
89,0.60058850466301470,0.10778010703275939,0.92334064305307410
90,0.0049694665417039420,0.00089180800431918630,0.021027424404289285
91,0.0089593262587145270,0.0016078182243056327,0.037589365578450495
92,0.016152544007785742,0.0028986950441006543,0.066743749231314760
93,0.029121015396629500,0.0052259844002715990,0.11709212515556244
94,0.052501546339819880,0.0094217958551607130,0.20110037473842090
95,0.094653717616977730,0.016986318813295605,0.33287737315045496
96,0.17064880719369244,0.030624207026188083,0.51798025920197820
97,0.30765844311017980,0.055211612727341150,0.73170934681213380
98,0.55466967026346540,0.099539628155828660,0.90670737733259950
99,1.0000000000000000,0.17945749243607970,0.98610803735224250
